State_Name,District_Name,Data Type,jan,feb,mar,apr,may,jun,jul,aug,sept,oct,nov,dec 
BIHAR,BANKA,Ground frost frequency,1.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.68
BIHAR,BANKA,Reference Crop Evapotranspiration,2.86,3.70,5.26,6.52,6.80,5.93,4.70,4.27,4.12,3.85,3.30,2.76
BIHAR,BANKA,Potential Evapotranspiration,4.94,5.64,6.92,8.05,8.13,6.99,5.58,5.14,5.16,5.53,5.52,4.91
BIHAR,BEGUSARAI,Precipitation,14.76,16.45,12.67,11.28,36.11,155.69,298.77,281.84,218.58,79.95,5.88,2.32
BIHAR,BEGUSARAI,Minimum temperature,9.67,12.05,17.12,22.26,25.32,26.12,25.61,25.48,24.92,21.51,14.79,10.32
BIHAR,BEGUSARAI,Average temperature,16.52,19.18,24.83,29.81,31.92,31.14,29.03,28.53,28.41,26.34,21.40,17.27
BIHAR,BEGUSARAI,Maximum temperature,23.42,26.35,32.58,37.39,38.56,36.17,32.49,31.61,31.95,31.19,28.06,24.27
BIHAR,BEGUSARAI,Cloud cover,22.59,24.03,30.70,26.74,37.18,59.99,73.87,69.23,60.22,37.51,21.75,24.11
BIHAR,BEGUSARAI,Vapour pressure,13.25,13.99,13.86,17.24,25.29,31.45,32.94,33.35,31.83,24.72,16.89,13.85
BIHAR,BEGUSARAI,Wet day frequency,1.17,1.30,1.30,1.06,2.50,6.37,12.89,12.37,8.34,3.14,0.63,0.65
BIHAR,BEGUSARAI,Diurnal temperature range,13.75,14.29,15.46,15.10,13.23,10.04,6.88,6.12,7.02,9.67,13.25,13.94
BIHAR,BEGUSARAI,Ground frost frequency,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55
BIHAR,BEGUSARAI,Reference Crop Evapotranspiration,2.76,3.60,5.20,6.59,6.92,6.09,4.76,4.22,4.05,3.83,3.30,2.69
BIHAR,BEGUSARAI,Potential Evapotranspiration,4.84,5.57,6.87,8.12,8.24,7.15,5.63,5.09,5.11,5.56,5.56,4.85
BIHAR,BHAGALPUR,Precipitation,14.74,14.70,13.82,17.13,49.90,188.41,299.43,279.71,230.37,83.42,6.16,2.39
BIHAR,BHAGALPUR,Minimum temperature,9.24,11.73,16.61,21.53,24.14,25.01,24.71,24.68,23.98,20.95,14.36,9.94
BIHAR,BHAGALPUR,Average temperature,16.51,19.22,24.64,29.14,30.68,29.97,28.26,28.00,27.79,26.00,21.14,17.23
BIHAR,BHAGALPUR,Maximum temperature,23.81,26.74,32.69,36.81,37.25,34.95,31.86,31.36,31.61,31.07,27.99,24.56
BIHAR,BHAGALPUR,Cloud cover,24.15,27.46,33.03,30.78,43.40,65.16,77.38,73.14,65.48,42.17,25.30,26.05
BIHAR,BHAGALPUR,Vapour pressure,14.11,14.96,15.81,19.76,26.88,31.72,32.52,33.11,31.83,25.67,17.99,14.54
BIHAR,BHAGALPUR,Wet day frequency,1.13,1.31,1.37,1.45,3.43,7.64,13.35,12.66,9.11,3.63,0.69,0.47
BIHAR,BHAGALPUR,Diurnal temperature range,14.56,15.00,16.06,15.28,13.10,9.94,7.13,6.67,7.62,10.10,13.62,14.62
BIHAR,BHAGALPUR,Ground frost frequency,1.25,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79
BIHAR,BHAGALPUR,Reference Crop Evapotranspiration,2.86,3.71,5.29,6.52,6.71,5.90,4.78,4.36,4.17,3.90,3.34,2.77
BIHAR,BHAGALPUR,Potential Evapotranspiration,4.93,5.63,6.96,8.08,8.04,6.94,5.61,5.20,5.18,5.55,5.54,4.91
BIHAR,BHOJPUR,Precipitation,16.58,20.81,11.82,6.74,15.42,120.51,293.38,310.01,181.66,57.94,8.39,2.57
BIHAR,BHOJPUR,Minimum temperature,9.07,11.43,16.19,21.84,25.98,27.51,26.07,25.65,24.83,20.86,14.13,9.45
BIHAR,BHOJPUR,Average temperature,16.42,19.12,24.56,30.12,33.44,33.12,29.92,29.12,28.90,26.50,21.37,16.92
BIHAR,BHOJPUR,Maximum temperature,23.79,26.86,32.95,38.43,40.92,38.76,33.80,32.63,32.99,32.18,28.67,24.41
BIHAR,BHOJPUR,Cloud cover,23.36,22.13,28.44,23.18,33.45,57.83,73.42,69.40,56.91,33.76,19.95,23.93
BIHAR,BHOJPUR,Vapour pressure,12.59,13.11,12.36,14.77,22.03,30.29,33.28,33.40,31.52,23.46,15.90,13.72
BIHAR,BHOJPUR,Wet day frequency,1.38,1.46,1.24,1.02,1.52,5.29,13.25,13.20,8.27,2.75,0.52,0.74
BIHAR,BHOJPUR,Diurnal temperature range,14.72,15.41,16.75,16.57,14.94,11.25,7.73,6.98,8.16,11.32,14.53,14.95
BIHAR,BHOJPUR,Ground frost frequency,1.45,0.19,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,1.22
BIHAR,BHOJPUR,Reference Crop Evapotranspiration,2.85,3.74,5.38,6.94,7.57,6.70,5.15,4.57,4.41,4.17,3.46,2.76
BIHAR,BHOJPUR,Potential Evapotranspiration,4.93,5.77,7.13,8.48,8.79,7.67,6.03,5.44,5.55,6.00,5.79,4.96
BIHAR,BUXAR,Precipitation,17.62,18.84,12.13,5.63,13.17,112.00,290.76,314.68,177.99,49.45,9.61,2.93
BIHAR,BUXAR,Minimum temperature,8.91,11.26,16.03,21.58,25.80,27.29,25.84,25.31,24.47,20.51,13.82,9.28
BIHAR,BUXAR,Average temperature,16.30,19.00,24.45,29.93,33.36,33.01,29.74,28.85,28.69,26.34,21.19,16.79
BIHAR,BUXAR,Maximum temperature,23.73,26.79,32.89,38.30,40.95,38.74,33.67,32.43,32.93,32.20,28.58,24.34
BIHAR,BUXAR,Cloud cover,24.41,21.98,28.42,22.83,33.40,57.76,73.77,70.42,56.62,33.41,19.76,23.68
BIHAR,BUXAR,Vapour pressure,12.31,12.72,11.88,14.03,20.76,29.58,33.08,33.07,31.10,22.89,15.47,13.57
BIHAR,BUXAR,Wet day frequency,1.47,1.54,1.32,1.00,1.33,5.12,13.02,12.99,8.23,2.63,0.52,0.76
BIHAR,BUXAR,Diurnal temperature range,14.82,15.52,16.85,16.71,15.14,11.44,7.83,7.11,8.45,11.67,14.75,15.05
BIHAR,BUXAR,Ground frost frequency,1.40,0.27,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,1.24
BIHAR,BUXAR,Reference Crop Evapotranspiration,2.85,3.74,5.38,6.94,7.61,6.74,5.17,4.59,4.47,4.22,3.47,2.77
BIHAR,BUXAR,Potential Evapotranspiration,4.92,5.78,7.14,8.51,8.84,7.73,6.06,5.46,5.64,6.07,5.81,4.96
BIHAR,DARBHANGA,Precipitation,13.66,14.72,12.33,12.18,46.65,148.88,319.04,287.71,208.32,84.90,6.74,2.32
BIHAR,DARBHANGA,Minimum temperature,9.83,11.93,16.79,21.98,25.03,26.06,26.09,26.01,25.45,22.06,15.10,10.76
BIHAR,DARBHANGA,Average temperature,16.59,19.02,24.49,29.45,31.45,31.02,29.46,29.06,28.93,26.83,21.80,17.59
BIHAR,DARBHANGA,Maximum temperature,23.38,26.15,32.25,36.93,37.89,36.01,32.87,32.17,32.46,31.62,28.53,24.45
BIHAR,DARBHANGA,Cloud cover,23.57,25.25,30.71,25.41,37.51,58.52,73.40,68.77,59.31,36.71,22.96,26.46
BIHAR,DARBHANGA,Vapour pressure,12.73,13.58,13.35,16.45,24.71,31.49,33.40,33.80,32.11,24.57,16.82,13.80
BIHAR,DARBHANGA,Wet day frequency,1.14,1.09,1.14,1.07,2.63,5.84,12.39,11.89,8.12,2.95,0.57,0.64
BIHAR,DARBHANGA,Diurnal temperature range,13.55,14.20,15.45,14.94,12.86,9.95,6.78,6.16,7.00,9.56,13.42,13.69
BIHAR,DARBHANGA,Ground frost frequency,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32
BIHAR,DARBHANGA,Reference Crop Evapotranspiration,2.70,3.54,5.13,6.48,6.76,6.06,4.78,4.28,4.07,3.82,3.31,2.65
BIHAR,DARBHANGA,Potential Evapotranspiration,4.76,5.48,6.82,8.07,8.11,7.12,5.61,5.13,5.12,5.52,5.53,4.75
BIHAR,GAYA,Precipitation,16.58,23.27,16.35,11.69,19.35,145.60,302.20,328.91,200.02,65.72,7.81,3.07
BIHAR,GAYA,Minimum temperature,8.85,11.24,15.92,21.23,25.27,26.56,24.94,24.52,23.77,19.86,13.44,8.93
BIHAR,GAYA,Average temperature,16.20,18.82,24.12,29.44,32.80,32.13,28.76,27.99,27.72,25.44,20.45,16.34
BIHAR,GAYA,Maximum temperature,23.60,26.46,32.36,37.68,40.37,37.73,32.62,31.50,31.70,31.03,27.50,23.79
BIHAR,GAYA,Cloud cover,22.48,20.90,28.66,24.71,33.64,59.90,74.11,70.36,58.92,35.60,19.59,22.67
BIHAR,GAYA,Vapour pressure,12.94,13.51,12.93,15.72,22.78,29.84,32.05,32.14,30.66,23.52,15.90,13.48
BIHAR,GAYA,Wet day frequency,1.38,1.94,1.58,1.11,1.98,7.26,15.08,14.98,8.91,2.97,0.86,0.69
BIHAR,GAYA,Diurnal temperature range,14.74,15.20,16.43,16.44,15.09,11.16,7.68,6.97,7.93,11.16,14.04,14.85
BIHAR,GAYA,Ground frost frequency,1.60,0.34,0.19,0.17,0.05,0.06,0.03,0.02,0.04,0.13,0.23,1.58
BIHAR,GAYA,Reference Crop Evapotranspiration,2.89,3.73,5.31,6.82,7.50,6.52,4.99,4.46,4.26,4.08,3.37,2.76
BIHAR,GAYA,Potential Evapotranspiration,4.99,5.81,7.09,8.41,8.79,7.55,5.93,5.38,5.43,5.92,5.72,4.98
BIHAR,GOPALGANJ,Precipitation,13.85,13.17,8.23,7.67,23.08,125.71,312.29,314.49,191.45,54.26,5.24,2.44
BIHAR,GOPALGANJ,Minimum temperature,9.21,11.43,16.29,21.75,25.43,27.00,26.10,25.77,24.89,21.17,14.52,10.08
BIHAR,GOPALGANJ,Average temperature,16.37,19.05,24.54,29.86,32.64,32.55,29.91,29.28,29.12,26.79,21.82,17.36
BIHAR,GOPALGANJ,Maximum temperature,23.57,26.70,32.83,37.98,39.87,38.13,33.75,32.82,33.36,32.43,29.16,24.68
BIHAR,GOPALGANJ,Cloud cover,26.35,26.12,29.83,22.87,35.44,57.32,73.34,70.05,57.36,35.32,23.14,27.47
BIHAR,GOPALGANJ,Vapour pressure,12.22,12.77,12.19,14.47,21.67,30.08,33.64,33.70,31.68,23.17,15.90,13.75
BIHAR,GOPALGANJ,Wet day frequency,1.26,1.05,1.15,1.03,1.55,4.05,11.04,11.38,7.58,2.38,0.47,0.53
BIHAR,GOPALGANJ,Diurnal temperature range,14.36,15.24,16.53,16.23,14.43,11.12,7.64,7.04,8.45,11.25,14.63,14.59
BIHAR,GOPALGANJ,Ground frost frequency,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.77
BIHAR,GOPALGANJ,Reference Crop Evapotranspiration,2.75,3.66,5.30,6.80,7.34,6.61,5.14,4.60,4.48,4.12,3.44,2.70
BIHAR,GOPALGANJ,Potential Evapotranspiration,4.77,5.59,7.01,8.40,8.61,7.62,5.99,5.45,5.61,5.90,5.68,4.80
BIHAR,JAMUI,Precipitation,13.98,22.11,16.18,14.89,37.07,182.96,299.65,316.21,223.91,80.36,5.28,3.34
BIHAR,JAMUI,Minimum temperature,9.27,11.80,16.89,21.68,24.42,25.21,24.23,24.03,23.43,20.07,13.85,9.55
BIHAR,JAMUI,Average temperature,16.20,18.92,24.47,29.20,31.25,30.27,27.63,27.13,26.98,24.97,20.30,16.57
BIHAR,JAMUI,Maximum temperature,23.17,26.06,32.07,36.72,38.10,35.37,31.09,30.26,30.57,29.91,26.79,23.63
BIHAR,JAMUI,Cloud cover,23.35,24.50,31.02,27.99,38.68,63.36,75.36,71.54,62.53,39.86,22.36,24.13
BIHAR,JAMUI,Vapour pressure,13.63,14.36,14.44,18.17,25.54,30.68,31.55,32.02,30.77,24.40,16.80,13.74
BIHAR,JAMUI,Wet day frequency,1.20,1.67,1.69,1.50,2.94,8.51,14.54,13.99,8.85,3.33,0.87,0.68
BIHAR,JAMUI,Diurnal temperature range,13.89,14.25,15.17,15.03,13.67,10.16,6.86,6.22,7.12,9.83,12.94,14.07
BIHAR,JAMUI,Ground frost frequency,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89
BIHAR,JAMUI,Reference Crop Evapotranspiration,2.80,3.62,5.14,6.49,6.92,5.99,4.60,4.13,3.97,3.78,3.22,2.70
BIHAR,JAMUI,Potential Evapotranspiration,4.87,5.59,6.83,8.06,8.30,7.08,5.53,5.04,5.08,5.52,5.48,4.87
BIHAR,JEHANABAD,Precipitation,16.41,21.31,12.75,8.80,16.07,131.55,294.57,310.27,192.80,63.37,7.70,1.90
BIHAR,JEHANABAD,Minimum temperature,9.10,11.47,16.36,22.05,26.20,27.72,26.13,25.69,24.97,20.94,14.24,9.53
BIHAR,JEHANABAD,Average temperature,16.43,19.14,24.68,30.28,33.60,33.22,29.94,29.10,28.89,26.44,21.35,16.95
BIHAR,JEHANABAD,Maximum temperature,23.79,26.85,33.02,38.54,41.04,38.79,33.79,32.55,32.84,31.98,28.49,24.41
BIHAR,JEHANABAD,Cloud cover,22.27,21.14,28.50,23.99,33.48,58.46,73.44,68.99,57.47,34.18,19.50,22.70
BIHAR,JEHANABAD,Vapour pressure,12.89,13.48,12.82,15.46,23.01,30.74,33.21,33.37,31.65,23.88,16.24,13.82
BIHAR,JEHANABAD,Wet day frequency,1.38,1.63,1.17,1.03,1.72,5.89,13.86,14.16,8.43,2.90,0.55,0.68
BIHAR,JEHANABAD,Diurnal temperature range,14.69,15.37,16.65,16.48,14.82,11.07,7.66,6.85,7.86,11.03,14.24,14.87
BIHAR,JEHANABAD,Ground frost frequency,1.53,0.15,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,1.22
BIHAR,JEHANABAD,Reference Crop Evapotranspiration,2.86,3.74,5.39,6.94,7.56,6.65,5.12,4.53,4.33,4.11,3.43,2.78
BIHAR,JEHANABAD,Potential Evapotranspiration,4.97,5.80,7.12,8.46,8.77,7.61,6.00,5.41,5.46,5.94,5.77,4.99
BIHAR,KAIMUR (BHABUA),Precipitation,20.22,20.73,14.21,6.56,11.13,116.31,298.17,328.96,181.46,45.15,11.46,3.56
BIHAR,KAIMUR (BHABUA),Minimum temperature,8.75,11.02,15.78,21.12,25.49,26.83,25.14,24.56,23.69,19.75,13.16,8.92
BIHAR,KAIMUR (BHABUA),Average temperature,16.19,18.75,24.17,29.49,33.15,32.61,29.04,28.08,27.95,25.74,20.55,16.45
BIHAR,KAIMUR (BHABUA),Maximum temperature,23.67,26.54,32.59,37.88,40.83,38.42,32.98,31.61,32.24,31.75,27.97,24.02
BIHAR,KAIMUR (BHABUA),Cloud cover,24.26,20.55,28.31,23.28,32.55,58.15,74.32,71.51,56.56,32.86,18.45,21.89
BIHAR,KAIMUR (BHABUA),Vapour pressure,11.99,12.30,11.34,13.12,19.11,28.38,32.28,32.03,30.09,22.09,14.84,13.17
BIHAR,KAIMUR (BHABUA),Wet day frequency,1.66,2.01,1.52,0.96,1.33,5.89,14.31,14.54,9.06,2.69,0.57,0.79
BIHAR,KAIMUR (BHABUA),Diurnal temperature range,14.91,15.50,16.80,16.76,15.33,11.58,7.84,7.04,8.54,12.00,14.81,15.09
BIHAR,KAIMUR (BHABUA),Ground frost frequency,1.55,0.44,0.17,0.05,0.00,0.00,0.00,0.00,0.00,0.04,0.12,1.59
BIHAR,KAIMUR (BHABUA),Reference Crop Evapotranspiration,2.88,3.74,5.36,6.89,7.62,6.72,5.09,4.49,4.44,4.24,3.45,2.77
BIHAR,KAIMUR (BHABUA),Potential Evapotranspiration,4.96,5.83,7.15,8.50,8.89,7.75,6.02,5.39,5.65,6.15,5.84,5.01
BIHAR,KATIHAR,Precipitation,13.25,13.31,13.14,26.84,76.89,217.46,328.66,289.18,235.87,86.78,7.12,2.52
BIHAR,KATIHAR,Minimum temperature,8.75,10.95,15.77,20.74,23.48,24.71,24.81,24.84,24.09,21.08,14.51,9.80
BIHAR,KATIHAR,Average temperature,16.28,18.79,24.12,28.44,29.76,29.49,28.39,28.26,28.01,26.19,21.52,17.33
BIHAR,KATIHAR,Maximum temperature,23.82,26.65,32.48,36.18,36.06,34.29,32.01,31.71,31.97,31.33,28.57,24.90
BIHAR,KATIHAR,Cloud cover,24.63,30.08,35.18,33.71,47.84,67.41,77.96,75.00,67.46,43.63,26.98,27.24
BIHAR,KATIHAR,Vapour pressure,14.40,15.37,16.66,20.64,27.41,32.06,32.90,33.50,32.20,26.42,18.80,15.12
BIHAR,KATIHAR,Wet day frequency,1.08,1.12,1.39,1.72,4.59,8.79,14.12,12.82,9.48,3.78,0.74,0.62
BIHAR,KATIHAR,Diurnal temperature range,15.07,15.70,16.70,15.43,12.57,9.57,7.19,6.86,7.87,10.24,14.05,15.10
BIHAR,KATIHAR,Ground frost frequency,1.60,0.62,0.05,0.06,0.02,0.03,0.01,0.01,0.01,0.04,0.03,1.02
BIHAR,KATIHAR,Reference Crop Evapotranspiration,2.87,3.73,5.31,6.45,6.45,5.74,4.81,4.45,4.25,3.92,3.40,2.80
BIHAR,KATIHAR,Potential Evapotranspiration,4.95,5.64,6.99,8.03,7.77,6.74,5.61,5.25,5.23,5.54,5.57,4.94
BIHAR,KHAGARIA,Precipitation,14.95,14.92,12.91,13.79,44.53,167.20,300.34,271.27,223.30,80.70,6.34,2.10
BIHAR,KHAGARIA,Minimum temperature,9.58,11.93,16.84,21.87,24.68,25.55,25.31,25.25,24.63,21.49,14.74,10.35
BIHAR,KHAGARIA,Average temperature,16.58,19.18,24.66,29.39,31.20,30.52,28.76,28.41,28.27,26.37,21.41,17.38
BIHAR,KHAGARIA,Maximum temperature,23.61,26.45,32.52,36.95,37.74,35.49,32.24,31.64,31.94,31.28,28.12,24.43
BIHAR,KHAGARIA,Cloud cover,23.47,25.82,31.79,28.37,40.26,62.39,75.37,70.81,62.72,39.77,23.61,25.55
BIHAR,KHAGARIA,Vapour pressure,13.61,14.45,14.76,18.37,26.09,31.72,32.94,33.47,32.01,25.28,17.48,14.25
BIHAR,KHAGARIA,Wet day frequency,1.20,1.16,1.24,1.16,2.79,6.31,12.44,11.77,8.20,3.32,0.66,0.51
BIHAR,KHAGARIA,Diurnal temperature range,14.02,14.51,15.67,15.07,13.04,9.93,6.93,6.38,7.30,9.78,13.37,14.08
BIHAR,KHAGARIA,Ground frost frequency,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42
BIHAR,KHAGARIA,Reference Crop Evapotranspiration,2.79,3.63,5.21,6.51,6.77,5.97,4.76,4.30,4.12,3.85,3.31,2.71
BIHAR,KHAGARIA,Potential Evapotranspiration,4.86,5.57,6.89,8.07,8.11,7.02,5.59,5.16,5.15,5.53,5.53,4.84
BIHAR,KISHANGANJ,Precipitation,11.97,11.92,15.33,38.80,119.12,279.28,426.74,332.09,279.90,90.89,7.61,3.05
BIHAR,KISHANGANJ,Minimum temperature,8.76,10.65,15.27,20.08,22.98,24.50,25.03,25.16,24.30,21.39,14.86,10.29
BIHAR,KISHANGANJ,Average temperature,16.06,18.28,23.37,27.40,28.72,28.96,28.45,28.51,28.09,26.33,21.70,17.59
BIHAR,KISHANGANJ,Maximum temperature,23.39,25.94,31.49,34.73,34.48,33.47,31.92,31.90,31.90,31.33,28.57,24.91
BIHAR,KISHANGANJ,Cloud cover,25.94,32.46,36.31,36.48,50.70,67.82,78.20,75.72,68.22,44.43,29.36,28.89
BIHAR,KISHANGANJ,Vapour pressure,14.28,15.24,16.54,20.43,27.05,31.85,32.96,33.56,32.07,26.44,19.00,15.37
BIHAR,KISHANGANJ,Wet day frequency,1.10,1.07,1.35,2.31,5.67,9.83,14.94,12.58,9.42,3.43,0.79,0.47
BIHAR,KISHANGANJ,Diurnal temperature range,14.63,15.28,16.22,14.64,11.48,8.96,6.88,6.74,7.60,9.93,13.70,14.62
BIHAR,KISHANGANJ,Ground frost frequency,1.93,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.87
BIHAR,KISHANGANJ,Reference Crop Evapotranspiration,2.77,3.59,5.11,6.13,6.04,5.51,4.72,4.43,4.16,3.84,3.33,2.73
BIHAR,KISHANGANJ,Potential Evapotranspiration,4.82,5.46,6.81,7.73,7.35,6.49,5.48,5.20,5.11,5.42,5.42,4.81
BIHAR,LAKHISARAI,Precipitation,14.20,17.61,13.64,11.49,33.24,160.65,293.59,287.58,220.56,77.71,5.57,2.28
BIHAR,LAKHISARAI,Minimum temperature,9.38,11.86,16.94,22.06,25.11,25.95,25.20,25.03,24.48,20.97,14.45,9.98
BIHAR,LAKHISARAI,Average temperature,16.31,19.03,24.67,29.66,31.83,31.01,28.67,28.13,28.01,25.85,21.05,17.00
BIHAR,LAKHISARAI,Maximum temperature,23.30,26.24,32.45,37.29,38.60,36.10,32.16,31.24,31.59,30.75,27.70,24.08
BIHAR,LAKHISARAI,Cloud cover,23.21,24.10,30.74,27.39,37.85,60.81,74.10,70.02,60.86,38.34,21.82,23.78
BIHAR,LAKHISARAI,Vapour pressure,13.38,14.07,13.96,17.42,25.28,31.18,32.53,32.91,31.51,24.59,16.82,13.79
BIHAR,LAKHISARAI,Wet day frequency,1.13,1.38,1.43,1.09,2.56,6.80,13.27,12.84,8.60,3.12,0.65,0.65
BIHAR,LAKHISARAI,Diurnal temperature range,13.90,14.37,15.50,15.22,13.47,10.14,6.95,6.21,7.09,9.78,13.23,14.09
BIHAR,LAKHISARAI,Ground frost frequency,1.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71
BIHAR,LAKHISARAI,Reference Crop Evapotranspiration,2.78,3.61,5.20,6.58,6.97,6.09,4.75,4.22,4.05,3.83,3.29,2.71
BIHAR,LAKHISARAI,Potential Evapotranspiration,4.85,5.58,6.88,8.13,8.29,7.16,5.64,5.10,5.13,5.55,5.55,4.88
BIHAR,MADHEPURA,Precipitation,15.41,13.53,13.37,16.85,55.85,176.14,308.18,268.19,222.54,80.40,6.48,2.33
BIHAR,MADHEPURA,Minimum temperature,9.37,11.55,16.32,21.33,24.16,25.24,25.28,25.27,24.61,21.55,14.84,10.44
BIHAR,MADHEPURA,Average temperature,16.46,18.91,24.26,28.87,30.53,30.12,28.75,28.54,28.37,26.46,21.60,17.52
BIHAR,MADHEPURA,Maximum temperature,23.57,26.30,32.23,36.42,36.91,35.01,32.25,31.86,32.15,31.41,28.38,24.62
BIHAR,MADHEPURA,Cloud cover,24.89,27.90,32.78,29.59,43.09,63.70,75.58,71.99,64.15,40.76,25.60,27.06
BIHAR,MADHEPURA,Vapour pressure,13.73,14.60,15.13,18.78,26.30,31.89,33.08,33.66,32.21,25.60,17.90,14.55
BIHAR,MADHEPURA,Wet day frequency,1.13,1.04,1.15,1.21,3.16,6.35,12.24,11.11,7.99,3.16,0.65,0.48
BIHAR,MADHEPURA,Diurnal temperature range,14.19,14.74,15.89,15.07,12.73,9.75,6.97,6.58,7.52,9.85,13.52,14.17
BIHAR,MADHEPURA,Ground frost frequency,1.20,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42
BIHAR,MADHEPURA,Reference Crop Evapotranspiration,2.78,3.61,5.19,6.44,6.60,5.88,4.77,4.38,4.18,3.86,3.33,2.71
BIHAR,MADHEPURA,Potential Evapotranspiration,4.83,5.53,6.88,8.02,7.94,6.91,5.59,5.21,5.19,5.51,5.50,4.81
BIHAR,MADHUBANI,Precipitation,13.34,13.24,12.72,16.08,58.87,161.36,333.70,292.15,210.74,84.11,6.73,2.36
BIHAR,MADHUBANI,Minimum temperature,9.72,11.64,16.32,21.45,24.38,25.56,25.82,25.79,25.24,21.97,15.20,10.89
BIHAR,MADHUBANI,Average temperature,16.51,18.80,24.07,28.90,30.75,30.51,29.25,28.99,28.84,26.78,21.90,17.70
BIHAR,MADHUBANI,Maximum temperature,23.32,25.99,31.87,36.36,37.14,35.49,32.73,32.25,32.50,31.62,28.63,24.56
BIHAR,MADHUBANI,Cloud cover,25.16,27.70,32.13,26.71,40.15,59.85,74.20,70.23,61.35,38.97,25.47,28.36
BIHAR,MADHUBANI,Vapour pressure,12.91,13.77,13.79,16.93,24.94,31.45,33.34,33.79,32.12,24.81,17.17,14.01
BIHAR,MADHUBANI,Wet day frequency,1.11,1.06,1.13,1.20,3.01,6.03,12.31,11.43,7.79,2.87,0.59,0.62
BIHAR,MADHUBANI,Diurnal temperature range,13.59,14.34,15.54,14.89,12.76,9.92,6.90,6.45,7.25,9.65,13.42,13.66
BIHAR,MADHUBANI,Ground frost frequency,1.01,0.11,0.11,0.14,0.07,0.06,0.01,0.01,0.03,0.11,0.14,0.23
BIHAR,MADHUBANI,Reference Crop Evapotranspiration,2.69,3.52,5.08,6.39,6.64,5.99,4.81,4.37,4.13,3.82,3.30,2.64
BIHAR,MADHUBANI,Potential Evapotranspiration,4.72,5.43,6.77,8.01,8.00,7.06,5.63,5.21,5.15,5.48,5.46,4.70
BIHAR,MUNGER,Precipitation,14.02,16.72,13.67,13.44,39.85,172.57,295.93,280.10,226.15,80.32,6.10,1.98
BIHAR,MUNGER,Minimum temperature,9.39,11.90,16.87,21.83,24.59,25.40,24.87,24.78,24.19,20.96,14.37,9.99
BIHAR,MUNGER,Average temperature,16.43,19.15,24.67,29.38,31.25,30.43,28.35,27.96,27.82,25.88,21.01,17.09
BIHAR,MUNGER,Maximum temperature,23.52,26.43,32.50,36.98,37.94,35.48,31.87,31.18,31.48,30.82,27.70,24.23
BIHAR,MUNGER,Cloud cover,23.45,25.44,31.78,28.75,40.24,62.73,75.72,71.17,63.03,40.48,23.19,24.82
BIHAR,MUNGER,Vapour pressure,13.72,14.50,14.84,18.53,26.11,31.42,32.46,32.97,31.63,25.09,17.33,14.11
BIHAR,MUNGER,Wet day frequency,1.19,1.29,1.41,1.27,2.86,6.90,12.98,12.58,8.63,3.41,0.68,0.52
BIHAR,MUNGER,Diurnal temperature range,14.12,14.52,15.62,15.15,13.33,10.08,6.99,6.39,7.28,9.85,13.31,14.23
BIHAR,MUNGER,Ground frost frequency,1.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61
BIHAR,MUNGER,Reference Crop Evapotranspiration,2.81,3.64,5.22,6.53,6.85,6.00,4.74,4.27,4.08,3.84,3.29,2.73
BIHAR,MUNGER,Potential Evapotranspiration,4.88,5.59,6.90,8.08,8.19,7.07,5.60,5.14,5.13,5.53,5.53,4.88
BIHAR,MUZAFFARPUR,Precipitation,13.40,17.82,10.88,9.38,34.62,131.97,325.98,298.20,196.81,79.56,7.62,2.35
BIHAR,MUZAFFARPUR,Minimum temperature,9.58,11.72,16.54,21.96,25.44,26.76,26.34,26.13,25.45,21.72,14.78,10.25
BIHAR,MUZAFFARPUR,Average temperature,16.50,18.98,24.46,29.69,32.14,31.95,29.83,29.30,29.11,26.75,21.72,17.30
BIHAR,MUZAFFARPUR,Maximum temperature,23.44,26.26,32.42,37.44,38.87,37.17,33.35,32.49,32.79,31.79,28.71,24.39
BIHAR,MUZAFFARPUR,Cloud cover,23.39,24.37,29.45,23.98,34.95,57.12,72.59,68.42,57.41,34.82,21.84,26.04
BIHAR,MUZAFFARPUR,Vapour pressure,12.39,13.08,12.58,15.32,23.50,31.02,33.52,33.84,32.04,23.94,16.29,13.61
